N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,1647,1977,20.03642987,chickpea
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,1305,1409,7.969348659,chickpea
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,1486,1568,5.518169583,chickpea
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,1751,1301,-25.69960023,No
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,1674,1742,4.062126643,chickpea
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,1788,1319,-26.23042506,No
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,1768,1308,-26.01809955,No
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,1662,1617,-2.707581227,No
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,1500,1554,3.6,No
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,1303,1561,19.80046048,chickpea
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,1437,1823,26.86151705,chickpea
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,1366,1370,0.292825769,No
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,1407,1552,10.30561478,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,1418,1906,34.41466855,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,2686,2962,10.27550261,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,2555,2931,14.71624266,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,2900,2883,-0.586206897,No
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,2548,2883,13.14756672,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,2848,2962,4.002808989,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,2695,2512,-6.790352505,No
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,2862,2743,-4.157931516,No
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,2630,2601,-1.102661597,No
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,2540,2555,0.590551181,No
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,2642,2911,10.18168055,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,2631,2803,6.537438236,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,2552,2607,2.155172414,No
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,2540,2515,-0.984251969,No
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,2682,2830,5.518269948,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,2743,2922,6.525701786,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,2730,2648,-3.003663004,No
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,2842,2916,2.603800141,No
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,2865,2792,-2.547993019,No
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,2565,2788,8.693957115,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,2783,2898,4.132231405,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,2661,2676,0.563697858,No
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,2860,2733,-4.440559441,No
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,2830,2669,-5.689045936,No
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,2504,2529,0.998402556,No
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,2501,2874,14.91403439,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,2814,2931,4.157782516,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,2708,2572,-5.022156573,No
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,2842,2973,4.609429979,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,2883,2726,-5.445716268,No
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,2834,2511,-11.39731828,No
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,2585,2670,3.288201161,No
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,2677,2973,11.05715353,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans,2500,2992,19.68,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,2830,2995,5.830388693,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,2868,2626,-8.437935844,No
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,2636,2578,-2.20030349,No
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,2816,2584,-8.238636364,No
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,2612,2997,14.73966309,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,2781,2750,-1.11470694,No
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,2547,2555,0.314095014,No
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,2631,2595,-1.368301026,No
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,2674,2989,11.78010471,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,2552,2626,2.89968652,No
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans,2763,2531,-8.396670286,No
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,2689,2603,-3.19821495,No
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,2750,2845,3.454545455,No
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,2547,2715,6.595995289,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,2722,2862,5.143277002,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans,2652,2911,9.766214178,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,2770,2630,-5.054151625,No
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans,2784,2758,-0.933908046,No
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans,2891,2761,-4.49671394,No
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,2659,2799,5.26513727,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans,2789,2727,-2.223019003,No
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,2567,2623,2.181534866,No
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans,2900,2655,-8.448275862,No
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans,2520,2686,6.587301587,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans,2570,2923,13.73540856,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans,2515,2797,11.21272366,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,2672,2530,-5.314371257,No
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,2855,2817,-1.330998249,No
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans,2870,2707,-5.679442509,No
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans,2815,2955,4.973357016,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans,2627,2972,13.13285116,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,2502,2955,18.10551559,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans,2689,2919,8.553365563,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,2528,2839,12.30221519,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans,2525,2602,3.04950495,No
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,2538,2798,10.24428684,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans,2897,2715,-6.282361063,No
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans,2538,2629,3.585500394,No
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,2796,2502,-10.51502146,No
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans,2835,2775,-2.116402116,No
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,2781,2661,-4.314994606,No
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans,2714,2893,6.595431098,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans,2727,2760,1.210121012,No
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,2600,2591,-0.346153846,No
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans,2744,2912,6.12244898,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,2626,2993,13.97562833,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans,2560,2947,15.1171875,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans,2664,2818,5.780780781,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,2581,2537,-1.704765595,No
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,2794,2674,-4.294917681,No
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,2610,2972,13.8697318,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,2532,2892,14.21800948,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,2500,2915,16.6,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,2526,2797,10.72842439,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,2629,2966,12.81856219,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans,2679,2659,-0.746547219,No
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,2870,2822,-1.672473868,No
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans,2813,2854,1.457518663,No
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,2564,2763,7.761310452,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,2875,2527,-12.10434783,No
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,2604,2734,4.992319508,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,2791,2539,-9.029021856,No
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,2854,2841,-0.455501051,No
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,2524,2844,12.67828843,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,2664,2792,4.804804805,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,2562,2541,-0.819672131,No
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,2754,2640,-4.139433551,No
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,6008,4619,-23.11917443,No
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,7914,5585,-29.42886025,No
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,5780,7499,29.74048443,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,7833,5576,-28.81399208,No
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas,5747,5887,2.436053593,No
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,5923,7916,33.64848894,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas,7134,7854,10.09251472,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas,6540,4415,-32.49235474,No
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,6370,4840,-24.0188383,No
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,7889,5986,-24.12219546,No
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,6076,7708,26.85977617,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas,5530,5797,4.828209765,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas,6697,7290,8.854711065,pigeonpeas
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas,6385,4642,-27.29835552,No
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,7031,6218,-11.5630778,No
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,7302,5562,-23.82908792,No
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,5672,5496,-3.102961918,No
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,6950,7511,8.071942446,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas,7366,4167,-43.42926962,No
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,5860,5130,-12.45733788,No
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,6964,5052,-27.45548535,No
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,6247,6575,5.25052025,pigeonpeas
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,5858,7114,21.44076477,pigeonpeas
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,7157,5433,-24.08830516,No
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas,7541,4057,-46.20076913,No
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,5449,6437,18.1317673,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,6345,7250,14.26319937,pigeonpeas
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,7918,7618,-3.788835565,No
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,7483,4367,-41.64105305,No
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas,6251,7808,24.90801472,pigeonpeas
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas,7431,7300,-1.762885211,No
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,7416,4243,-42.78586839,No
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,6865,5882,-14.31900947,No
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas,6242,7716,23.61422621,pigeonpeas
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,5282,4594,-13.02536918,No
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,6091,4744,-22.1145953,No
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,5138,6913,34.54651615,pigeonpeas
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,6734,4454,-33.85803386,No
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,5047,4926,-2.39746384,No
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas,5106,4496,-11.94672934,No
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas,7539,5882,-21.97904231,No
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,5904,5066,-14.19376694,No
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,5871,6083,3.61096917,No
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,5203,6529,25.48529694,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,6888,5434,-21.10917538,No
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas,7671,5291,-31.02594186,No
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,6600,6511,-1.348484848,No
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas,7343,5842,-20.44123655,No
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,5963,5349,-10.29683045,No
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas,7729,4647,-39.87579247,No
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,7262,7046,-2.974387221,No
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,5196,4075,-21.57428791,No
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas,6172,6579,6.594296824,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas,6948,4746,-31.6925734,No
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,7500,6910,-7.866666667,No
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,7856,6645,-15.41496945,No
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas,7684,7341,-4.463820927,No
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas,5767,6099,5.756892665,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,5325,4029,-24.33802817,No
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas,6842,7479,9.310143233,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas,6753,4654,-31.08248186,No
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas,6246,5874,-5.95581172,No
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,6918,4427,-36.00751662,No
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,6959,4455,-35.98218135,No
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,7324,4865,-33.57454943,No
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas,6080,4807,-20.9375,No
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas,7666,6699,-12.61414036,No
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas,5923,6870,15.98851933,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,7060,6532,-7.478753541,No
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas,5716,4023,-29.61861442,No
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas,5693,6314,10.90813279,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,5140,5897,14.72762646,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,5226,7123,36.29927287,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas,5723,5464,-4.525598462,No
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas,7057,4013,-43.13447641,No
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,6905,7823,13.29471398,pigeonpeas
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,7517,5441,-27.61740056,No
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,6066,5858,-3.428948236,No
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,5732,7878,37.43893929,pigeonpeas
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas,6133,6170,0.603293657,No
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas,6667,4655,-30.17849108,No
